,review,target
3356,I'm always on the search for a comfortable shirt with style. this does not disappoint. super comfy and flattering. love.,1
3357,"I tried on this sweater...love the flowing top, and it looked like the seam would hit right under my bustline.
wrong.
the seam came right across my bust on a medium; sized up to a large, same thing. this shouldn't happen! not sure who this would actually flatter.
the sweater is high quality, and the colors are perfect. the fit needs work.",0
3358,"The fabric is breathtaking, both the jewel tone colors and the burnt velvet that would flatter any skin tone. as usual, eva franco clothes run small so i went up a size, size regular 6 (i am 5ft2in, 34b, 26 waist, 36 hips) fit well, the hem is below my knees, appropriate for work. but i think it would look better as a skirt or a sheath dress. the top part looks strange, does not enhance any curve and turns the dress to frumpy on short folks like me, thus one star off.",1
3359,"This is a very flattering dress that is perfect for those little black dress occasions. two other people in my family own this dress and love it, it's now my turn to add it to my collection. the dress is quite long for my 5""6"" frame, so i have reordered it in a petite size for a little better fit and length. the lace is very detailed and the nude slip underneath keeps the lace from being too revealing. very elegant, a little chanel like. and by the way, the belt is included, as another reviewer",1
3360,Not a tunic unless the model pictured is 5'1. barely covered my backside and not as advertised. design on top is interesting and the fabric is soft so it's a good buy if 50% off or more.,0
3361,"My size is 4 but because they did not have it i ordered 6. a little big but i can fix it. 
the price was very nice. 
i thought it said gray but what i got is more brown.",1
3362,"Looks great on the picture but when it arrived it was a great disappointment, both the colors and style. the material seems great quality but it's stiff and scratchy, the style is very boxy, and as another reviewer said, just hung. i'm a brunette and the colors looked terrible on me. back it goes.",0
3363,I'm 5 feet 120 and hourglass figure. i literally burst out laughing when i opened the package. i ordered my usual small petite. the dress is so short and small you would have to be 4 feet 90 pounds. returning.,0
3364,"The details on this blouse are so pretty. it is a bit wide, but it flows nicely. it is also a little shorter than a lot of tops, but i think it will work nicely with higher waisted flares this spring. the sleeve is very flattering. i got medium, my normal size.",1
3365,"The black and white photo of this sweater makes it look absolutely beautiful. the color photography looked to be a beautiful rich burnt red color. it simply did not match. it was more of an almost faded version of the rich color. the fit was ""ok"". just didn't love it.",0
3366,"I ordered these leggings and loved them, for about an hour- at which point the belt loop ripped off of the pant, leaving a hole. i called customer service and they sent me a 2nd pair. same thing happened. i never even pulled on the belt loop. they are just so flimsy. it's a shame bc they are cool looking.",0
3367,"Took a chance without trying it on and ordered online...i love everything about this sweater!!! fit is on the spot, details are pretty and wonderful! try it, you won't be disappointed.",1
3368,"This shirt is not a good look for a gal with hips. the fit at the top is tight (i ordered a small) but there is so much material at the bottom and if you are a little taller (i am 5'7), it hits at a place that is not flattering. i was hoping for something that hung straight down and would be good with leggings. this is not it...also the material is a little stiffer then i was expecting.",0
